title,company,location,job_type,sector,min_salary,max_salary,avg_salary,salary_raw,date_posted,url,source
Gombe State University Massive Academic and Non-academic Job Recruitment,Gombe State University Massive Academic and Non-academic Job Recruitment (59 Positions),Unknown,,,,,,,"24th Apr, 2026",https://www.hotnigerianjobs.com/hotjobs/888247/gombe-state-university-massive-academic-and-nonaca.html,hotnigerianjobs
Engineering - Drilling / Well Intervention Subsea Advisor III at ABNL Limited,Engineering - Drilling / Well Intervention Subsea Advisor III at ABNL Limited,Unknown,,,,,,,"24th Apr, 2026",https://www.hotnigerianjobs.com/hotjobs/888276/engineering-drilling-well-intervention-subsea-advi.html,hotnigerianjobs
Community Engagement & Social Development Initiative (CESDI) Job Recruitment,Community Engagement & Social Development Initiative (CESDI) Job Recruitment (7 Positions),Unknown,,,,,,,"24th Apr, 2026",https://www.hotnigerianjobs.com/hotjobs/888264/community-engagement-social-development-initiative.html,hotnigerianjobs
Investment & Funds Mobilization Manager at a Financial Services Company - TeamAce Limited,Investment & Funds Mobilization Manager at a Financial Services Company - TeamAce Limited,Unknown,,,,,,,"24th Apr, 2026",https://www.hotnigerianjobs.com/hotjobs/888261/investment-funds-mobilization-manager-at-a-financi.html,hotnigerianjobs
Junior Account Officer at Feratto Industries Limited - TheHRHive,Junior Account Officer at Feratto Industries Limited - TheHRHive,Unknown,,,,,,,"24th Apr, 2026",https://www.hotnigerianjobs.com/hotjobs/888269/junior-account-officer-at-feratto-industries-limit.html,hotnigerianjobs
1004 Home Owners and Residents Association (HORA) Job Recruitment,1004 Home Owners and Residents Association (HORA) Job Recruitment (10 Positions),Unknown,,,,,,,"24th Apr, 2026",https://www.hotnigerianjobs.com/hotjobs/888227/1004-home-owners-and-residents-association-hora-jo.html,hotnigerianjobs
Carlson Hotel Job Recruitment,Carlson Hotel Job Recruitment (8 Positions),Unknown,,,,,,,"24th Apr, 2026",https://www.hotnigerianjobs.com/hotjobs/888226/carlson-hotel-job-recruitment-8-positions.html,hotnigerianjobs
Sales Team Lead (Asset Creation / Wealth Management) at Rosabon Financial Services (RFS) Limited,Sales Team Lead (Asset Creation / Wealth Management) at Rosabon Financial Services (RFS) Limited,Unknown,,,,,,,"24th Apr, 2026",https://www.hotnigerianjobs.com/hotjobs/888224/sales-team-lead-asset-creation-wealth-management-a.html,hotnigerianjobs
Junior Accountant at Excel Charis Pharmaceutical Chemical Limited,Junior Accountant at Excel Charis Pharmaceutical Chemical Limited,Unknown,,,,,,,"24th Apr, 2026",https://www.hotnigerianjobs.com/hotjobs/888216/junior-accountant-at-excel-charis-pharmaceutical-c.html,hotnigerianjobs
Accounts Officer at the 1004 Home Owners and Residents Association,Accounts Officer at the 1004 Home Owners and Residents Association (1004 HORA),Unknown,,,,,,,"24th Apr, 2026",https://www.hotnigerianjobs.com/hotjobs/888209/accounts-officer-at-1004-home-owners-and-residents.html,hotnigerianjobs
IT Officer at the 1004 Home Owners and Residents Association,IT Officer at the 1004 Home Owners and Residents Association (1004 HORA),Unknown,,,,,,,"24th Apr, 2026",https://www.hotnigerianjobs.com/hotjobs/888198/it-officer-at-1004-home-owners-and-residents-assoc.html,hotnigerianjobs
Internal Auditor at the 1004 Home Owners and Residents Association,Internal Auditor at the 1004 Home Owners and Residents Association (1004 HORA),Unknown,,,,,,,"24th Apr, 2026",https://www.hotnigerianjobs.com/hotjobs/888205/it-officer-at-1004-home-owners-and-residents-assoc.html,hotnigerianjobs
Procurement Cordinator at the 1004 Home Owners and Residents Association,Procurement Cordinator at the 1004 Home Owners and Residents Association (1004 HORA),Unknown,,,,,,,"24th Apr, 2026",https://www.hotnigerianjobs.com/hotjobs/888203/procurement-cordinator-at-the-1004-home-owners-and.html,hotnigerianjobs
Facility Management Officer at the 1004 Home Owners and Residents Association,Facility Management Officer at the 1004 Home Owners and Residents Association (1004 HORA),Unknown,,,,,,,"24th Apr, 2026",https://www.hotnigerianjobs.com/hotjobs/888199/facility-management-officer-at-1004-home-owners-an.html,hotnigerianjobs
Electrical Engineer at the 1004 Home Owners and Residents Association,Electrical Engineer at the 1004 Home Owners and Residents Association (1004 HORA),Unknown,,,,,,,"24th Apr, 2026",https://www.hotnigerianjobs.com/hotjobs/888201/electrical-engineer-at-the-1004-home-owners-and-re.html,hotnigerianjobs
General Manager at the 1004 Home Owners and Residents Association,General Manager at the 1004 Home Owners and Residents Association (1004 HORA),Unknown,,,,,,,"24th Apr, 2026",https://www.hotnigerianjobs.com/hotjobs/888193/general-manager-at-1004-home-owners-and-residents.html,hotnigerianjobs
Finance / Accounts Manager at the 1004 Home Owners and Residents Association,Finance / Accounts Manager at the 1004 Home Owners and Residents Association (1004 HORA),Unknown,,,,,,,"24th Apr, 2026",https://www.hotnigerianjobs.com/hotjobs/888197/it-officer-at-1004-home-owners-and-residents-assoc.html,hotnigerianjobs
HR / Admin Manager at the 1004 Home Owners and Residents Association,HR / Admin Manager at the 1004 Home Owners and Residents Association (1004 HORA),Unknown,,,,,,,"24th Apr, 2026",https://www.hotnigerianjobs.com/hotjobs/888196/hr-admin-manager-at-1004-home-owners-and-residents.html,hotnigerianjobs
Operations Manager at the 1004 Home Owners and Residents Association,Operations Manager at the 1004 Home Owners and Residents Association (1004 HORA),Unknown,,,,,,,"24th Apr, 2026",https://www.hotnigerianjobs.com/hotjobs/888195/operations-manager-at-1004-home-owners-and-residen.html,hotnigerianjobs
Genesis Group Job Recruitment,Genesis Group Job Recruitment (70 Positions),Unknown,,,,,,,"24th Apr, 2026",https://www.hotnigerianjobs.com/hotjobs/888182/genesis-group-job-recruitment-12-positions.html,hotnigerianjobs
Ninestars Agricultural Limited Job Recruitment,Ninestars Agricultural Limited Job Recruitment (3 Positions),Unknown,,,,,,,"24th Apr, 2026",https://www.hotnigerianjobs.com/hotjobs/888164/ninestars-agricultural-limited-job-recruitment-3-p.html,hotnigerianjobs
Nkoyo Pharmaceuticals Limited Job Recruitment,Nkoyo Pharmaceuticals Limited Job Recruitment (3 Positions),Unknown,,,,,,,"24th Apr, 2026",https://www.hotnigerianjobs.com/hotjobs/888102/nkoyo-pharmaceuticals-limited-job-recruitment-3-po.html,hotnigerianjobs
Prince O J Global Services Limited Job Recruitment,Prince O J Global Services Limited Job Recruitment (3 Positions),Unknown,,,,,,,"27th Apr, 2026",https://www.hotnigerianjobs.com/hotjobs/889161/prince-o-j-global-services-limited-job-recruitment.html,hotnigerianjobs
Medecins Sans Frontieres (MSF) Job Recruitment,Medecins Sans Frontieres (MSF) Job Recruitment (6 Positions),Unknown,,,,,,,"27th Apr, 2026",https://www.hotnigerianjobs.com/hotjobs/889160/medecins-sans-frontieres-msf-job-recruitment-6-pos.html,hotnigerianjobs
Polaris Digitech Limited Internship & Exp. Job Recruitment,Polaris Digitech Limited Internship & Exp. Job Recruitment (10 Positions),Unknown,,,,,,,"27th Apr, 2026",https://www.hotnigerianjobs.com/hotjobs/889151/polaris-digitech-limited-internship-exp-job-recrui.html,hotnigerianjobs
Global Oneword Healthcare Limited Job Recruitment,Global Oneword Healthcare Limited Job Recruitment (3 Positions),Unknown,,,,,,,"27th Apr, 2026",https://www.hotnigerianjobs.com/hotjobs/889143/global-oneword-healthcare-limited-job-recruitment.html,hotnigerianjobs
Mikano International Limited Job Recruitment,Mikano International Limited Job Recruitment (4 Positions),Unknown,,,,,,,"27th Apr, 2026",https://www.hotnigerianjobs.com/hotjobs/889141/mikano-international-limited-job-recruitment-4-pos.html,hotnigerianjobs
"Customer Retention / Customer Service Executive at a Leading Loan, Investment and Pawn Company","Customer Retention / Customer Service Executive at a Leading Loan, Investment and Pawn Company",Unknown,,,,,,,"27th Apr, 2026",https://www.hotnigerianjobs.com/hotjobs/889138/customer-retention-customer-service-executive-at-a.html,hotnigerianjobs
"Operations Manager at a Leading Loan, Investment and Pawn Company","Operations Manager at a Leading Loan, Investment and Pawn Company",Unknown,,,,,,,"27th Apr, 2026",https://www.hotnigerianjobs.com/hotjobs/889139/operations-manager-at-a-leading-loan-investment-an.html,hotnigerianjobs
Koins Microfinance Bank Limited Job Recruitment,Koins Microfinance Bank Limited Job Recruitment (3 Positions),Unknown,,,,,,,"27th Apr, 2026",https://www.hotnigerianjobs.com/hotjobs/889078/koins-microfinance-bank-limited-job-recruitment-3.html,hotnigerianjobs
Independent National Electoral Commission (INEC) Adhoc Staff Job Recruitment,Independent National Electoral Commission (INEC) Adhoc Staff Job Recruitment (4 Positions),Unknown,,,,,,,"27th Apr, 2026",https://www.hotnigerianjobs.com/hotjobs/889063/independent-national-electoral-commission-inec-adh.html,hotnigerianjobs
Stanbic IBTC Bank Job Recruitment,Stanbic IBTC Bank Job Recruitment (10 Positions),Unknown,,,,,,,"27th Apr, 2026",https://www.hotnigerianjobs.com/hotjobs/889123/stanbic-ibtc-bank-job-recruitment-10-positions.html,hotnigerianjobs
STEM Hub Coordinator at an Indigenous Non-Profit and Non-Governmental Organization,STEM Hub Coordinator at an Indigenous Non-Profit and Non-Governmental Organization,Unknown,,,,,,,"27th Apr, 2026",https://www.hotnigerianjobs.com/hotjobs/889125/stem-hub-coordinator-at-an-indigenous-nonprofit-an.html,hotnigerianjobs
HR Assistant at Respected Solutions & Investment Limited,HR Assistant at Respected Solutions & Investment Limited,Unknown,,,,,,,"27th Apr, 2026",https://www.hotnigerianjobs.com/hotjobs/889127/hr-assistant-at-respected-solutions-investment-lim.html,hotnigerianjobs
"Growth Team Lead at a Leading Loan, Investment and Pawn Company","Growth Team Lead at a Leading Loan, Investment and Pawn Company",Unknown,,,,,,,"27th Apr, 2026",https://www.hotnigerianjobs.com/hotjobs/889118/growth-team-lead-at-a-reputable-company.html,hotnigerianjobs
"IT Personnel at a Leading Loan, Investment and Pawn Company","IT Personnel at a Leading Loan, Investment and Pawn Company",Unknown,,,,,,,"27th Apr, 2026",https://www.hotnigerianjobs.com/hotjobs/889111/it-personnel-at-a-reputable-company.html,hotnigerianjobs
CASA 45 Enterprises Limited Job Recruitment,CASA 45 Enterprises Limited Job Recruitment (3 Positions),Unknown,,,,,,,"27th Apr, 2026",https://www.hotnigerianjobs.com/hotjobs/889100/casa-45-enterprises-limited-job-recruitment-3-posi.html,hotnigerianjobs
Miva Open University Job Recruitment,Miva Open University Job Recruitment (14 Positions),Unknown,,,,,,,"27th Apr, 2026",https://www.hotnigerianjobs.com/hotjobs/889092/miva-open-university-job-recruitment-14-positions.html,hotnigerianjobs
UnoCasa Consulting Internship & Exp. Job Recruitment,UnoCasa Consulting Internship & Exp. Job Recruitment (8 Positions),Unknown,,,,,,,"27th Apr, 2026",https://www.hotnigerianjobs.com/hotjobs/889084/unocasa-consulting-internship-exp-job-recruitment.html,hotnigerianjobs
Quadri Advisory HR Services Job Recruitment,Quadri Advisory HR Services Job Recruitment (19 Positions),Unknown,,,,,,,"27th Apr, 2026",https://www.hotnigerianjobs.com/hotjobs/889061/quadri-advisory-hr-services-job-recruitment-18-pos.html,hotnigerianjobs
Stellar International Company Limited Job Recruitment,Stellar International Company Limited Job Recruitment (17 Positions),Unknown,,,,,,,"27th Apr, 2026",https://www.hotnigerianjobs.com/hotjobs/889046/stellar-international-company-limited-job-recruitm.html,hotnigerianjobs
Henosis International Job Recruitment,Henosis International Job Recruitment (3 Positions),Unknown,,,,,,,"27th Apr, 2026",https://www.hotnigerianjobs.com/hotjobs/889029/henosis-international-job-recruitment-3-positions.html,hotnigerianjobs
B2B Sales Representative at TeamAce Limited,B2B Sales Representative at TeamAce Limited (2 Openings),Unknown,,,,,,,"27th Apr, 2026",https://www.hotnigerianjobs.com/hotjobs/889054/b2b-sales-representative-at-teamace-limited-2-open.html,hotnigerianjobs
Malaria Consortium Job Recruitment,Malaria Consortium Job Recruitment (39 Positions),Unknown,,,,,,,"27th Apr, 2026",https://www.hotnigerianjobs.com/hotjobs/889007/malaria-consortium-job-recruitment-39-positions.html,hotnigerianjobs
EHA Clinics Job Recruitment,EHA Clinics Job Recruitment (5 Positions),Unknown,,,,,,,"27th Apr, 2026",https://www.hotnigerianjobs.com/hotjobs/888999/eha-clinics-job-recruitment-3-positions.html,hotnigerianjobs
Area Business Manager at a Reputable Pharmaceutical Company - 6 Openings,Area Business Manager at a Reputable Pharmaceutical Company - 6 Openings,Unknown,,,,,,,"27th Apr, 2026",https://www.hotnigerianjobs.com/hotjobs/889009/area-business-manager-at-a-reputable-pharmaceutica.html,hotnigerianjobs
HVAC Technician at TeamAce Limited,HVAC Technician at TeamAce Limited,Unknown,,,,,,,"27th Apr, 2026",https://www.hotnigerianjobs.com/hotjobs/889047/hvac-technician-at-teamace-limited.html,hotnigerianjobs
Sales Executive at Airpress Technical and Allied Services Limited,Sales Executive at Airpress Technical and Allied Services Limited,Unknown,,,,,,,"27th Apr, 2026",https://www.hotnigerianjobs.com/hotjobs/889044/sales-executive-at-airpress-technical-and-allied-s.html,hotnigerianjobs
Sales Representative (Trainee) at Stellar International Company Limited,Sales Representative (Trainee) at Stellar International Company Limited,Unknown,,,,,,,"27th Apr, 2026",https://www.hotnigerianjobs.com/hotjobs/889041/sales-representative-trainee-at-stellar-internatio.html,hotnigerianjobs
Medical Sales Representative at a Reputable Pharmaceutical Company,Medical Sales Representative at a Reputable Pharmaceutical Company (2 Openings),Unknown,,,,,,,"27th Apr, 2026",https://www.hotnigerianjobs.com/hotjobs/889030/medical-sales-representative-at-a-reputable-pharma.html,hotnigerianjobs
Bond Chemical Industries Limited Job Recruitment,Bond Chemical Industries Limited Job Recruitment (4 Positions),Unknown,,,,,,,"27th Apr, 2026",https://www.hotnigerianjobs.com/hotjobs/889021/bond-chemical-industries-limited-job-recruitment-4.html,hotnigerianjobs
Baker Hughes Internship & Exp Job Recruitment,Baker Hughes Internship & Exp Job Recruitment (3 Positions),Unknown,,,,,,,"27th Apr, 2026",https://www.hotnigerianjobs.com/hotjobs/888986/baker-hughes-internship-exp-job-recruitment-3-posi.html,hotnigerianjobs
Recruit with Adenike Job Recruitment,Recruit with Adenike Job Recruitment (8 Positions),Unknown,,,,,,,"27th Apr, 2026",https://www.hotnigerianjobs.com/hotjobs/889013/recruit-with-adenike-job-recruitment-8-positions.html,hotnigerianjobs
Sales Team Lead (Asset Creation / Wealth Management) at Rosabon Financial Services (RFS) Limited - 2 Openings,Sales Team Lead (Asset Creation / Wealth Management) at Rosabon Financial Services (RFS) Limited - 2 Openings,Unknown,,,,,,,"27th Apr, 2026",https://www.hotnigerianjobs.com/hotjobs/888977/sales-team-lead-asset-creation-wealth-management-a.html,hotnigerianjobs
Mikado Nigeria Limited Graduate Trainee & Exp. Job Recruitment,Mikado Nigeria Limited Graduate Trainee & Exp. Job Recruitment (3 Positions),Unknown,,,,,,,"27th Apr, 2026",https://www.hotnigerianjobs.com/hotjobs/888976/mikado-nigeria-limited-nysc-graduate-exp-job-recru.html,hotnigerianjobs
Ropheka Specialist Clinic and Maternity Job Recruitment,Ropheka Specialist Clinic and Maternity Job Recruitment (3 Positions),Unknown,,,,,,,"27th Apr, 2026",https://www.hotnigerianjobs.com/hotjobs/888982/ropheka-specialist-clinic-and-maternity-job-recrui.html,hotnigerianjobs
Korapay Job Recruitment,Korapay Job Recruitment (3 Positions),Unknown,,,,,,,"27th Apr, 2026",https://www.hotnigerianjobs.com/hotjobs/888973/korapay-job-recruitment-3-positions.html,hotnigerianjobs
Suite Serenity Job Recruitment,Suite Serenity Job Recruitment (3 Positions),Unknown,,,,,,,"27th Apr, 2026",https://www.hotnigerianjobs.com/hotjobs/888964/suite-serenity-job-recruitment-3-positions.html,hotnigerianjobs
Sales Executive (Hybrid) at Xclu6if Homes and Properties Limited,Sales Executive (Hybrid) at Xclu6if Homes and Properties Limited,Unknown,,,,,,,"27th Apr, 2026",https://www.hotnigerianjobs.com/hotjobs/888981/sales-executive-at-xclu6if-homes-and-properties-li.html,hotnigerianjobs
JV Management Consulting Job Recruitment,JV Management Consulting Job Recruitment (11 Positions),Unknown,,,,,,,"27th Apr, 2026",https://www.hotnigerianjobs.com/hotjobs/888968/jv-management-consulting-job-recruitment-11-positi.html,hotnigerianjobs
Agiville Industries Limited Job Recruitment,Agiville Industries Limited Job Recruitment (4 Positions),Unknown,,,,,,,"27th Apr, 2026",https://www.hotnigerianjobs.com/hotjobs/888966/agiville-industries-limited-job-recruitment-4-posi.html,hotnigerianjobs
BSS Consulting Limited Job Recruitment,BSS Consulting Limited Job Recruitment (3 Positions),Unknown,,,,,,,"27th Apr, 2026",https://www.hotnigerianjobs.com/hotjobs/888957/bss-consulting-limited-job-recruitment-3-positions.html,hotnigerianjobs
Grado Konnects Graduate Trainee & Exp. Job Recruitment,Grado Konnects Graduate Trainee & Exp. Job Recruitment (5 Positions),Unknown,,,,,,,"27th Apr, 2026",https://www.hotnigerianjobs.com/hotjobs/888952/grado-konnects-graduate-trainee-exp-job-recruitmen.html,hotnigerianjobs
"O.Peenice Adio Enterprises Internship, Trainee & Exp. Job Recruitment","O.Peenice Adio Enterprises Internship, Trainee & Exp. Job Recruitment (5 Positions)",Unknown,,,,,,,"27th Apr, 2026",https://www.hotnigerianjobs.com/hotjobs/888943/opeenice-adio-enterprises-internship-trainee-exp-j.html,hotnigerianjobs
Sales Executives (Salary Loan / Wealth Management) at Rosabon Financial Services,Sales Executives (Salary Loan / Wealth Management) at Rosabon Financial Services (5 Openings),Unknown,,,,,,,"27th Apr, 2026",https://www.hotnigerianjobs.com/hotjobs/888933/sales-executives-salary-loan-wealth-management-at.html,hotnigerianjobs
Mastery Financialng Services Limited Job Recruitment,Mastery Financialng Services Limited Job Recruitment (3 Positions),Unknown,,,,,,,"27th Apr, 2026",https://www.hotnigerianjobs.com/hotjobs/888909/mastery-financiaing-services-limited-job-recruitme.html,hotnigerianjobs
Casalavoro Limited Job Recruitment,Casalavoro Limited Job Recruitment (3 Positions),Unknown,,,,,,,"27th Apr, 2026",https://www.hotnigerianjobs.com/hotjobs/888895/casalavoro-limited-job-recruitment-3-positions.html,hotnigerianjobs
Moniepoint Incorporated Job Recruitment,Moniepoint Incorporated Job Recruitment (33 Positions),Unknown,,,,,,,"27th Apr, 2026",https://www.hotnigerianjobs.com/hotjobs/888889/moniepoint-incorporated-job-recruitment-33-positio.html,hotnigerianjobs
Head of Woodwork Department at Printpress Limited,Head of Woodwork Department at Printpress Limited (2 Openings),Unknown,,,,,,,"27th Apr, 2026",https://www.hotnigerianjobs.com/hotjobs/888921/head-of-woodwork-department-at-printpress-limited.html,hotnigerianjobs
Food Concepts Plc Job Recruitment,Food Concepts Plc Job Recruitment (7 Positions),Unknown,,,,,,,"27th Apr, 2026",https://www.hotnigerianjobs.com/hotjobs/888920/food-concepts-plc-job-recruitment-7-positions.html,hotnigerianjobs
Xpedient Services Job Recruitment,Xpedient Services Job Recruitment (5 Positions),Unknown,,,,,,,"27th Apr, 2026",https://www.hotnigerianjobs.com/hotjobs/888913/xpedient-services-job-recruitment-5-positions.html,hotnigerianjobs
Workforce Group Job Recruitment,Workforce Group Job Recruitment (27 Positions),Unknown,,,,,,,"27th Apr, 2026",https://www.hotnigerianjobs.com/hotjobs/888868/workforce-group-job-recruitment-26-positions.html,hotnigerianjobs
Thyaura Partners Concept Limited Internship & Exp. Job Recruitment,Thyaura Partners Concept Limited Internship & Exp. Job Recruitment (7 Positions),Unknown,,,,,,,"28th Apr, 2026",https://www.hotnigerianjobs.com/hotjobs/889696/thyaura-partners-concept-limited-internship-exp-jo.html,hotnigerianjobs
Company Driver at Seadolf System Global Services Limited,Company Driver at Seadolf System Global Services Limited,Unknown,,,,,,,"28th Apr, 2026",https://www.hotnigerianjobs.com/hotjobs/889756/company-driver-at-seadolf-system-global-services-l.html,hotnigerianjobs
Christian Aid Job Recruitment,Christian Aid Job Recruitment (3 Psoitions),Unknown,,,,,,,"28th Apr, 2026",https://www.hotnigerianjobs.com/hotjobs/889743/christian-aid-job-recruitment-3-psoitions.html,hotnigerianjobs
Flexi Microfinance Bank Limited Job Recruitment,Flexi Microfinance Bank Limited Job Recruitment (5 Positions),Unknown,,,,,,,"28th Apr, 2026",https://www.hotnigerianjobs.com/hotjobs/889742/flexi-microfinance-bank-limited-job-recruitment-5.html,hotnigerianjobs
Jhpiego Nigeria Job Recruitment,Jhpiego Nigeria Job Recruitment (3 Positions),Unknown,,,,,,,"28th Apr, 2026",https://www.hotnigerianjobs.com/hotjobs/889667/jhpiego-nigeria-job-recruitment-3-positions.html,hotnigerianjobs
Content Writer at Techistry Integrated - 3 Openings,Content Writer at Techistry Integrated - 3 Openings,Unknown,,,,,,,"28th Apr, 2026",https://www.hotnigerianjobs.com/hotjobs/889720/content-writer-at-techistry-integrated-3-positions.html,hotnigerianjobs
Head of Team (General Manager / Strategy Lead) at Techistry Integrated,Head of Team (General Manager / Strategy Lead) at Techistry Integrated,Unknown,,,,,,,"28th Apr, 2026",https://www.hotnigerianjobs.com/hotjobs/889706/head-of-team-general-manager-strategy-lead-at-tech.html,hotnigerianjobs
SEO Officer II – Technical at Techistry Integrated,SEO Officer II – Technical at Techistry Integrated,Unknown,,,,,,,"28th Apr, 2026",https://www.hotnigerianjobs.com/hotjobs/889707/seo-officer-2-technical-at-techistry-integrated.html,hotnigerianjobs
Junior Sports Editor at Techistry Integrated,Junior Sports Editor at Techistry Integrated,Unknown,,,,,,,"28th Apr, 2026",https://www.hotnigerianjobs.com/hotjobs/889715/junior-sports-editor-at-techistry-integrated.html,hotnigerianjobs
Graphics Designer at Techistry Integrated,Graphics Designer at Techistry Integrated,Unknown,,,,,,,"28th Apr, 2026",https://www.hotnigerianjobs.com/hotjobs/889717/graphics-designer-at-techistry-integrated.html,hotnigerianjobs
Content Creator (Video Editor) at Techistry Integrated,Content Creator (Video Editor) at Techistry Integrated,Unknown,,,,,,,"28th Apr, 2026",https://www.hotnigerianjobs.com/hotjobs/889719/content-creator-video-editor-at-techistry-integrat.html,hotnigerianjobs
SEO Officer 1 – Lead (Strategic) at Techistry Integrated,SEO Officer 1 – Lead (Strategic) at Techistry Integrated,Unknown,,,,,,,"28th Apr, 2026",https://www.hotnigerianjobs.com/hotjobs/889703/seo-officer-1-lead-strategic-at-techistry-integrat.html,hotnigerianjobs
Social Media Manager at Techistry Integrated,Social Media Manager at Techistry Integrated,Unknown,,,,,,,"28th Apr, 2026",https://www.hotnigerianjobs.com/hotjobs/889710/social-media-manager-at-techistry-integrated.html,hotnigerianjobs
Senior Sports Editor at Techistry Integrated,Senior Sports Editor at Techistry Integrated,Unknown,,,,,,,"28th Apr, 2026",https://www.hotnigerianjobs.com/hotjobs/889711/senior-sports-editor-at-techistry-integrated.html,hotnigerianjobs
Community Manager at Techistry Integrated,Community Manager at Techistry Integrated,Unknown,,,,,,,"28th Apr, 2026",https://www.hotnigerianjobs.com/hotjobs/889713/community-manager-at-techistry-integrated.html,hotnigerianjobs
Stanificent Global Technologies Limited Graduate Trainee & Exp. Job Recruitment,Stanificent Global Technologies Limited Graduate Trainee & Exp. Job Recruitment (5 positions),Unknown,,,,,,,"28th Apr, 2026",https://www.hotnigerianjobs.com/hotjobs/889659/stanificent-global-technologies-limited-graduate-t.html,hotnigerianjobs
Project Affluence Limited Job Recruitment,Project Affluence Limited Job Recruitment (3 Positions),Unknown,,,,,,,"28th Apr, 2026",https://www.hotnigerianjobs.com/hotjobs/889440/project-affluence-limited-job-recruitment-3-positi.html,hotnigerianjobs
Inspection Engineer at Rated Cranes and Scaffolding Nigeria Limited,Inspection Engineer at Rated Cranes and Scaffolding Nigeria Limited,Unknown,,,,,,,"28th Apr, 2026",https://www.hotnigerianjobs.com/hotjobs/889674/inspection-engineer-at-rated-technologies-nigeria.html,hotnigerianjobs
Domeo Resources International (DRI) Job Recruitment,Domeo Resources International (DRI) Job Recruitment (10 Positions),Unknown,,,,,,,"28th Apr, 2026",https://www.hotnigerianjobs.com/hotjobs/889672/domeo-resources-international-dri-job-recruitment.html,hotnigerianjobs
One StepAhead Consulting Job Recruitment,One StepAhead Consulting Job Recruitment (3 Positions),Unknown,,,,,,,"28th Apr, 2026",https://www.hotnigerianjobs.com/hotjobs/889671/one-stepahead-consulting-job-recruitment-3-positio.html,hotnigerianjobs
Pem Security Guard Network Limited Job Recruitment,Pem Security Guard Network Limited Job Recruitment (4 Positions),Unknown,,,,,,,"28th Apr, 2026",https://www.hotnigerianjobs.com/hotjobs/889660/pem-security-guard-network-limited-job-recruitment.html,hotnigerianjobs
International Breweries Plc Trainee & Exp. Job Recruitment,International Breweries Plc Trainee & Exp. Job Recruitment (4 Positions),Unknown,,,,,,,"28th Apr, 2026",https://www.hotnigerianjobs.com/hotjobs/889654/international-breweries-plc-trainee-exp-job-recrui.html,hotnigerianjobs
Carlcare Development Nigeria Limited Job Recruitment,Carlcare Development Nigeria Limited Job Recruitment (5 Positions),Unknown,,,,,,,"28th Apr, 2026",https://www.hotnigerianjobs.com/hotjobs/889652/carlcare-development-nigeria-limited-4-positions.html,hotnigerianjobs
BT Health and Diagnostic Centre Job Recruitment,BT Health and Diagnostic Centre Job Recruitment (3 Positions),Unknown,,,,,,,"28th Apr, 2026",https://www.hotnigerianjobs.com/hotjobs/889617/bt-health-and-diagnostic-centre-job-recruitment-3.html,hotnigerianjobs
Grand Oak Limited (GOL) Job Recruitment,Grand Oak Limited (GOL) Job Recruitment (11 Positions),Unknown,,,,,,,"28th Apr, 2026",https://www.hotnigerianjobs.com/hotjobs/889596/grand-oak-limited-gol-job-recruitment-11-positions.html,hotnigerianjobs
Growth Associate (Field Sales) at a Fintech Company - TeamAce Limited,Growth Associate (Field Sales) at a Fintech Company - TeamAce Limited (12 Openings),Unknown,,,,,,,"28th Apr, 2026",https://www.hotnigerianjobs.com/hotjobs/889634/growth-associate-field-sales-at-a-fintech-company.html,hotnigerianjobs
Direct Sales Agent (DSA) at a Reputable Organization in the Fintech Sector - TeamAce Limited,Direct Sales Agent (DSA) at a Reputable Organization in the Fintech Sector - TeamAce Limited (12 Openings),Unknown,,,,,,,"28th Apr, 2026",https://www.hotnigerianjobs.com/hotjobs/889632/direct-sales-agent-dsa-at-a-reputable-organization.html,hotnigerianjobs
Jagwuni Global Internship & Exp. Job Recruitment,Jagwuni Global Internship & Exp. Job Recruitment (7 Positions),Unknown,,,,,,,"28th Apr, 2026",https://www.hotnigerianjobs.com/hotjobs/889631/jagwuni-global-internship-exp-job-recruitment-7-po.html,hotnigerianjobs
Senior Finance & Accounts Officer at a Reputable Company,Senior Finance & Accounts Officer at a Reputable Company,Unknown,,,,,,,"28th Apr, 2026",https://www.hotnigerianjobs.com/hotjobs/889630/senior-finance-accounts-officer-at-a-reputable-com.html,hotnigerianjobs
Mixologist at a Reputable Food & Beverage Company - TeamAce Limited,Mixologist at a Reputable Food & Beverage Company - TeamAce Limited,Unknown,,,,,,,"28th Apr, 2026",https://www.hotnigerianjobs.com/hotjobs/889622/mixologist-at-teamace-limited.html,hotnigerianjobs
Just Brand It Limited Job Recruitment,Just Brand It Limited Job Recruitment (3 Positions),Unknown,,,,,,,"28th Apr, 2026",https://www.hotnigerianjobs.com/hotjobs/889621/just-brand-it-limited-job-recruitment-3-positions.html,hotnigerianjobs
PG Consulting Limited Job Recruitment,PG Consulting Limited Job Recruitment (3 Positions),Unknown,,,,,,,"28th Apr, 2026",https://www.hotnigerianjobs.com/hotjobs/889589/pg-consulting-limited-job-recruitment-3-positions.html,hotnigerianjobs
Stretch-it Concepts Limited Job Recruitment,Stretch-it Concepts Limited Job Recruitment (6 Positions),Unknown,,,,,,,"28th Apr, 2026",https://www.hotnigerianjobs.com/hotjobs/889588/stretchit-concepts-limited-job-recruitment-6-posit.html,hotnigerianjobs
