title,company,location,job_type,sector,min_salary,max_salary,avg_salary,salary_raw,date_posted,url,source
Sales Engineer,Early Global Resources Ltd,Lagos,Full Time,Sales,150000.0,250000.0,200000.0,"NGN 150,000 - 250,000",,https://www.jobberman.com/listings/sales-engineer-6qdp7j,jobberman
HR and Admin Executive,Inkastrans Limted,Lagos,Full Time,Human Resources,250000.0,400000.0,325000.0,"NGN 250,000 - 400,000",,https://www.jobberman.com/listings/hr-and-admin-officer-rr8mr9,jobberman
Sales and Customer Support Executive,M&H Optical & Eyecare clinic,Lagos,Full Time,Sales,,,,Confidential,,https://www.jobberman.com/listings/sales-and-customer-support-executive-qz2x7n,jobberman
Accountant,Soteria Eye Clinic,Lagos,Full Time,"Accounting, Auditing & Finance",,,,Confidential,,https://www.jobberman.com/listings/accountant-0k7vwz,jobberman
Human Resource Officer,Soteria Eye Clinic,Lagos,Full Time,Human Resources,,,,Confidential,,https://www.jobberman.com/listings/human-resource-officer-vdwvex,jobberman
Head of Internal Control,Shepherd Trust Microfinance Bank,Lagos,Full Time,Management & Business Development,,,,Confidential,,https://www.jobberman.com/listings/head-of-internal-control-9kjx86,jobberman
Digital Marketer,LandZero Commercial Services Limited,Lagos,Full Time,Marketing & Communications,70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/digital-marketer-k78vgv,jobberman
Business Development Lead/ Sales Person,Roki Foods Ltd,Lagos,Full Time,Marketing & Communications,400000.0,600000.0,500000.0,"NGN 400,000 - 600,000",,https://www.jobberman.com/listings/business-develoment-lead-sales-person-7jwmxz,jobberman
Audit Associate,Anonymous,Lagos,Full Time,"Accounting, Auditing & Finance",250000.0,400000.0,325000.0,"NGN 250,000 - 400,000",,https://www.jobberman.com/listings/audit-senior-rr808m,jobberman
Business Manager,Easter Tang International Limited,Lagos,Full Time,Management & Business Development,250000.0,400000.0,325000.0,"NGN 250,000 - 400,000",,https://www.jobberman.com/listings/business-manager-k78qpx,jobberman
Accountant,Servago International Limited,Lagos,Full Time,"Accounting, Auditing & Finance",,,,Confidential,,https://www.jobberman.com/listings/accountant-d9769j,jobberman
Sales Representatives,Felicity Solar Nig Ltd,Lagos,Full Time,Sales,150000.0,250000.0,200000.0,"NGN 150,000 - 250,000",,https://www.jobberman.com/listings/sales-representatives-45n7np,jobberman
Sales Representative,Solar Pro Energy Limited,Lagos,Full Time,Sales,70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/sales-representative-j6q2v5,jobberman
HR Officer,Solar Pro Energy Limited,Lagos,Full Time,Human Resources,70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/hr-officer-k7829p,jobberman
Event Manager,Bottleking Beverage,Lagos,Full Time,Hospitality & Leisure,150000.0,250000.0,200000.0,"NGN 150,000 - 250,000",,https://www.jobberman.com/listings/event-planner-z8pe7q,jobberman
Sales and Marketing Officer,Techstudio Consults,Lagos,Full Time,Sales,,,,Confidential,,https://www.jobberman.com/listings/sales-and-marketing-officer-45n7vm,jobberman
Store Keeper,Cakes and Cream,Lagos,Full Time,Supply Chain & Procurement,150000.0,250000.0,200000.0,"NGN 150,000 - 250,000",,https://www.jobberman.com/listings/store-keeper-6qdz96,jobberman
Chef,Mamatcha,Lagos,Full Time,Food Services & Catering,70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/chef-7jw28z,jobberman
Growth Marketing Executive,Kubona,Lagos,Full Time,Marketing & Communications,400000.0,600000.0,500000.0,"NGN 400,000 - 600,000",,https://www.jobberman.com/listings/growth-marketing-executive-vdw6xw,jobberman
Driver,Early Global Resources Ltd,Lagos,Full Time,Driver & Transport Services,70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/professional-driver-vdw8m8,jobberman
Sales Support Officer,Early Global Resources Ltd,Lagos,Full Time,Admin & Office,70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/front-desk-and-sales-support-officer-7jw2vz,jobberman
Area / Sales Manager,Beauty Routine Cosmetics & Embellishments Ltd.,Lagos,Full Time,Sales,150000.0,250000.0,200000.0,"NGN 150,000 - 250,000",,https://www.jobberman.com/listings/area-manager-sales-manager-45nvpm,jobberman
English Teacher,Divine Offspring,Lagos,Full Time,"Research, Teaching & Training",150000.0,250000.0,200000.0,"NGN 150,000 - 250,000",,https://www.jobberman.com/listings/english-teacher-z8p0gx,jobberman
Front Desk/Sales Specialist,Deslog Training & Consulting Limited,Lagos,Full Time,Sales,70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/front-desksales-specialist-8m4794,jobberman
Customer Service Representative/ Play Guide,Letz Play,Lagos,Full Time,Creative & Design,150000.0,250000.0,200000.0,"NGN 150,000 - 250,000",,https://www.jobberman.com/listings/customer-service-play-attendant-at-indoor-playground-learning-center-45nwnv,jobberman
Technical Drawing / Basic Technology Teacher,Emovet Group of Schools,Lagos,Full Time,"Research, Teaching & Training",70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/technical-drawing-basic-technology-teacher-9kjvg6,jobberman
Collection Officer,Itunu Essential Enterprise (ALAJO),Lagos,Full Time,"Accounting, Auditing & Finance",70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/collection-officer-x8p7kw,jobberman
Lead Tutor,Letz Play,Lagos,Full Time,Creative & Design,150000.0,250000.0,200000.0,"NGN 150,000 - 250,000",,https://www.jobberman.com/listings/lead-tutor-vdwvwx,jobberman
Live Stream Anchor,"Foshan Jieko Machinery Equipment Co., Ltd.",Lagos,Full Time,Marketing & Communications,70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/video-social-media-live-stream-anchor-qz28j6,jobberman
Grill Master,G.O.G Chops & Grills,Lagos,Full Time,Food Services & Catering,70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/grill-master-j6qx4g,jobberman
Tender Writer,Connect Care,Lagos,Full Time,Marketing & Communications,150000.0,250000.0,200000.0,"NGN 150,000 - 250,000",,https://www.jobberman.com/listings/tender-writer-9kjxj6,jobberman
Digital Marketer,Bethesda Child Suport Agency,Lagos,Full Time,Marketing & Communications,250000.0,400000.0,325000.0,"NGN 250,000 - 400,000",,https://www.jobberman.com/listings/digital-marketercontent-creator-x8pn98,jobberman
Executive Sales Manager,Evi Coating Nigeria Limited,Lagos,Full Time,Sales,400000.0,600000.0,500000.0,"NGN 400,000 - 600,000",,https://www.jobberman.com/listings/executive-sales-manager-d97jwg,jobberman
Concierge,TF Cameron Court Ltd,Lagos,Full Time,Hospitality & Leisure,150000.0,250000.0,200000.0,"NGN 150,000 - 250,000",,https://www.jobberman.com/listings/concierge-2k022d,jobberman
Strategy & Partnerships Associate,Intred,Lagos,Full Time,Consulting & Strategy,70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/strategy-partnerships-associate-9kj6vv,jobberman
Junior Operations Manager,Intred,Lagos,Full Time,Supply Chain & Procurement,70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/junior-operations-manager-z8p506,jobberman
Content Creator and Social Media Manager,Knowls Collines Ltd,Lagos,Full Time,Marketing & Communications,150000.0,250000.0,200000.0,"NGN 150,000 - 250,000",,https://www.jobberman.com/listings/content-creatorsocial-media-manager-gmw0d4,jobberman
Sales / Marketing Executive,Speed Express International Logistics & Couriers,Lagos,Full Time,Marketing & Communications,70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/sales-representativesmarketing-executives-j6qw48,jobberman
Customer Service Representative,Colala Logistics,Lagos,Full Time,Customer Service & Support,70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/customer-service-representative-2k0njv,jobberman
Teacher,Valentina Montessori and Primary School,Lagos,Full Time,"Research, Teaching & Training",70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/teacher-7jwrjm,jobberman
Information Technology,Joatech Global Link investments ltd,Lagos,Full Time,Software & Data,250000.0,400000.0,325000.0,"NGN 250,000 - 400,000",,https://www.jobberman.com/listings/information-technology-7jwr7n,jobberman
Accountant,Roki Foods Ltd,Lagos,Full Time,"Accounting, Auditing & Finance",150000.0,250000.0,200000.0,"NGN 150,000 - 250,000",,https://www.jobberman.com/listings/accountant-0k7z8e,jobberman
Production/Operations Officer,Jespa Industries Limited,Lagos,Full Time,Quality Control & Assurance,70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/productionoperations-officer-qz2gpp,jobberman
Sales and Marketing Manager,Vertex Realty Solutions Limited,Lagos,Full Time,Sales,400000.0,600000.0,500000.0,"NGN 400,000 - 600,000",,https://www.jobberman.com/listings/sales-and-marketing-manager-n9pzdw,jobberman
Community Manager,Tantacom Groups,Lagos,Full Time,Creative & Design,250000.0,400000.0,325000.0,"NGN 250,000 - 400,000",,https://www.jobberman.com/listings/community-manager-d976wr,jobberman
Creative Design Executive,Tantacom Groups,Lagos,Full Time,Creative & Design,400000.0,600000.0,500000.0,"NGN 400,000 - 600,000",,https://www.jobberman.com/listings/creative-design-executive-k78qrj,jobberman
Property Manager and Asset Valuer,AOL Consult,Lagos,Full Time,Estate Agents & Property Management,70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/property-manager-and-asset-valuer-k78gp5,jobberman
IT Support Officer,V2D Limited,Lagos,Full Time,Engineering & Technology,70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/it-support-officer-erv20j,jobberman
Social Media Manager,Excel and Grace Consulting,Lagos,Full Time,Marketing & Communications,250000.0,400000.0,325000.0,"NGN 250,000 - 400,000",,https://www.jobberman.com/listings/social-media-manager-9kjn8v,jobberman
Sales Representative,Anonymous,Lagos,Full Time,Sales,150000.0,250000.0,200000.0,"NGN 150,000 - 250,000",,https://www.jobberman.com/listings/sales-representative-0k74dz,jobberman
Accountant,Jobberman Nigeria Recruitment,Lagos,Full Time,"Accounting, Auditing & Finance",150000.0,250000.0,200000.0,"NGN 150,000 - 250,000",,https://www.jobberman.com/listings/accountant-rr8xj9,jobberman
Business Development Specialist,Jobberman Nigeria Recruitment,Lagos,Full Time,Management & Business Development,250000.0,400000.0,325000.0,"NGN 250,000 - 400,000",,https://www.jobberman.com/listings/business-development-specialist-45ng6v,jobberman
Head of Accounts & Finance,BPL Nigeria Ltd,Lagos,Full Time,"Accounting, Auditing & Finance",900000.0,1200000.0,1050000.0,"NGN 900,000 - 1,200,000",,https://www.jobberman.com/listings/head-of-accounts-finance-ervmmz,jobberman
Senior Accountant,Anonymous,Lagos,Full Time,"Accounting, Auditing & Finance",400000.0,600000.0,500000.0,"NGN 400,000 - 600,000",,https://www.jobberman.com/listings/senior-accountant-z8pwdr,jobberman
Human Resource Personnel,Shepherd Trust Microfinance Bank,Lagos,Full Time,Human Resources,,,,Confidential,,https://www.jobberman.com/listings/human-resource-personnel-n9p8dk,jobberman
Business Manager,Purple Jewels Limted,Lagos,Full Time,Management & Business Development,150000.0,250000.0,200000.0,"NGN 150,000 - 250,000",,https://www.jobberman.com/listings/business-manager-vdwv42,jobberman
Accountant,PazeX Nigeria Limited,Lagos,Full Time,"Accounting, Auditing & Finance",,,,Confidential,,https://www.jobberman.com/listings/accountant-pgmq0m,jobberman
User Acquisition / Performance Marketing Manager,Jobberman Nigeria Recruitment,Lagos,Full Time,Management & Business Development,,,,Confidential,,https://www.jobberman.com/listings/user-acquisition-performance-marketing-manager-n9pn9x,jobberman
Project & Medical Communications Assistant,Anonymous,Lagos,Full Time,Creative & Design,250000.0,400000.0,325000.0,"NGN 250,000 - 400,000",,https://www.jobberman.com/listings/project-medical-communications-assistant-vdw5wm,jobberman
Creative Executive Assistant,Jobberman Nigeria Recruitment,Lagos,Full Time,Creative & Design,,,,Confidential,,https://www.jobberman.com/listings/creative-executive-assistant-k78q6x,jobberman
Customer Service Representative,Mobile Sport Limited (MSport),Lagos,Full Time,Customer Service & Support,150000.0,250000.0,200000.0,"NGN 150,000 - 250,000",,https://www.jobberman.com/listings/customer-service-representative-2k054g,jobberman
Graphics Designer,Jobberman Nigeria Recruitment,Lagos,Full Time,Creative & Design,250000.0,400000.0,325000.0,"NGN 250,000 - 400,000",,https://www.jobberman.com/listings/graphic-designer-5pdv4r,jobberman
Customer Experience & Appointments Manager,Anonymous,Lagos,Full Time,Customer Service & Support,250000.0,400000.0,325000.0,"NGN 250,000 - 400,000",,https://www.jobberman.com/listings/customer-experience-appointments-manager-2k05rk,jobberman
HR & Admin Manager,Sabi Networks Limited,Lagos,Full Time,Human Resources,,,,Confidential,,https://www.jobberman.com/listings/hr-admin-manager-k78255,jobberman
Sales and Business Development Manager,Sabi Networks Limited,Lagos,Full Time,Sales,600000.0,900000.0,750000.0,"NGN 600,000 - 900,000",,https://www.jobberman.com/listings/senior-sales-executive-x8pqgv,jobberman
Technical Sales Engineer,Jobberman Nigeria Recruitment,Lagos,Full Time,Engineering & Technology,900000.0,1200000.0,1050000.0,"NGN 900,000 - 1,200,000",,https://www.jobberman.com/listings/technical-sales-engineer-45n74z,jobberman
Sales Executive,BODYFIT Ventures Nig,Lagos,Full Time,Sales,,,,Confidential,,https://www.jobberman.com/listings/bodyfit-ventures-nig-45n6x2,jobberman
Regional Manager,Hans and Rene,Lagos,Full Time,Hospitality & Leisure,250000.0,400000.0,325000.0,"NGN 250,000 - 400,000",,https://www.jobberman.com/listings/regional-manager-6qdrvv,jobberman
Game Promoter,Molten Echo Insight Limited,Lagos,Full Time,Hospitality & Leisure,70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/game-promoter-6qdv64,jobberman
Supermarket Manager,Jobberman Nigeria Recruitment,Lagos,Full Time,Management & Business Development,,,,Confidential,,https://www.jobberman.com/listings/supermarket-manager-9kjn8j,jobberman
Customer Relations Specialist,Bespoke by Design,Lagos,Full Time,Customer Service & Support,150000.0,250000.0,200000.0,"NGN 150,000 - 250,000",,https://www.jobberman.com/listings/showroom-customer-relations-ikoyi-z8prer,jobberman
Partnership Manager,Anonymous,Lagos,Full Time,Marketing & Communications,,,,Confidential,,https://www.jobberman.com/listings/partnership-manager-d970r2,jobberman
Quantity Surveyor,MEP Insights Ltd,Lagos,Full Time,Engineering & Technology,150000.0,250000.0,200000.0,"NGN 150,000 - 250,000",,https://www.jobberman.com/listings/quantity-surveyor-qz2wpw,jobberman
Sales Executive,Finlab Nigeria Limited.,Lagos,Full Time,Sales,70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/sales-executive-n9p0r9,jobberman
Sales Representative,World Plastics LLC - Jordanian Company,Lagos,Full Time,Sales,250000.0,400000.0,325000.0,"NGN 250,000 - 400,000",,https://www.jobberman.com/listings/sales-person-0k789z,jobberman
Accountant,World Plastics LLC - Jordanian Company,Lagos,Full Time,"Accounting, Auditing & Finance",400000.0,600000.0,500000.0,"NGN 400,000 - 600,000",,https://www.jobberman.com/listings/accountant-odoo-vdw9kx,jobberman
Engineering Manager,Morgen Green,Lagos,Full Time,Engineering & Technology,600000.0,900000.0,750000.0,"NGN 600,000 - 900,000",,https://www.jobberman.com/listings/engineering-manager-8m4kk7,jobberman
Concierge Officer,Metropolis Lekki Limited,Lagos,Full Time,Hospitality & Leisure,150000.0,250000.0,200000.0,"NGN 150,000 - 250,000",,https://www.jobberman.com/listings/concierge-officer-ervd5v,jobberman
Commercial Director,Jobberman Nigeria Recruitment,Lagos,Full Time,Management & Business Development,,,,Confidential,,https://www.jobberman.com/listings/commercial-director-z8pzkk,jobberman
Business Development & Market Access Manager,Jobberman Nigeria Recruitment,Lagos,Full Time,Management & Business Development,,,,Confidential,,https://www.jobberman.com/listings/business-development-market-access-manager-j6qpgz,jobberman
Sales Executive,Jobberman Nigeria Recruitment,Lagos,Full Time,Sales,250000.0,400000.0,325000.0,"NGN 250,000 - 400,000",,https://www.jobberman.com/listings/sales-executive-qz298v,jobberman
Operations Manager,Candid Security Solutions,Lagos,Full Time,Management & Business Development,250000.0,400000.0,325000.0,"NGN 250,000 - 400,000",,https://www.jobberman.com/listings/operations-manager-9kjk6x,jobberman
B2B Sales Executive,Anonymous,Lagos,Full Time,Sales,250000.0,400000.0,325000.0,"NGN 250,000 - 400,000",,https://www.jobberman.com/listings/b2b-sales-executive-n9p9wv,jobberman
B2B Field Sales Agent,LedgerLite Enterprise,Lagos,Full Time,Sales,70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/b2b-field-sales-agent-9kjkg8,jobberman
General Manager,Upland Consulting Nigeria Limited,Lagos,Full Time,Engineering & Technology,,,,Confidential,,https://www.jobberman.com/listings/general-manager-2k00qg,jobberman
Support/Credit Officer,Gbonse Foundation for Economic Development,Lagos,Full Time,Legal Services,,,,Confidential,,https://www.jobberman.com/listings/supportcredit-officer-8m44rr,jobberman
Demand Planner/PPIC Officer,Anonymous,Lagos,Full Time,Management & Business Development,250000.0,400000.0,325000.0,"NGN 250,000 - 400,000",,https://www.jobberman.com/listings/demand-plannerppic-officer-j6qqr5,jobberman
Student Recruitment Officer,Bonfield Study Abroad,Lagos,Full Time,Human Resources,,,,Confidential,,https://www.jobberman.com/listings/student-recruitment-officer-d97w87,jobberman
Site Engineer,MEP Insights Ltd,Lagos,Full Time,Engineering & Technology,150000.0,250000.0,200000.0,"NGN 150,000 - 250,000",,https://www.jobberman.com/listings/site-engineer-n9pxrm,jobberman
Business Development Representative,Instanta,Lagos,Full Time,Management & Business Development,,,,Confidential,,https://www.jobberman.com/listings/business-development-representative-9kj947,jobberman
Receptionist,Worldwide Commercial Ventures Limited,Lagos,Full Time,Admin & Office,250000.0,400000.0,325000.0,"NGN 250,000 - 400,000",,https://www.jobberman.com/listings/receptionist-45ndg5,jobberman
Associate Counsel,Accendolaw,Lagos,Full Time,Legal Services,250000.0,400000.0,325000.0,"NGN 250,000 - 400,000",,https://www.jobberman.com/listings/associate-counsel-2k0r92,jobberman
Sales Representative,Reeds and Scents Limited,Lagos,Full Time,Sales,150000.0,250000.0,200000.0,"NGN 150,000 - 250,000",,https://www.jobberman.com/listings/sales-representative-vdw49v,jobberman
Baker,Gtime & Fina Fast Food,Lagos,Full Time,Food Services & Catering,70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/baker-5pdw00,jobberman
Fast Food Restaurant Manager,Active Foods Ltd.,Lagos,Full Time,Food Services & Catering,250000.0,400000.0,325000.0,"NGN 250,000 - 400,000",,https://www.jobberman.com/listings/fast-food-restaurant-manager-rr82qx,jobberman
Operations Officer,Jobberman Nigeria Recruitment,Lagos,Full Time,Admin & Office,250000.0,400000.0,325000.0,"NGN 250,000 - 400,000",,https://www.jobberman.com/listings/operations-officer-j6qmgd,jobberman
Executive Assistant,Premium Lending LTD,Lagos,Full Time,Admin & Office,,,,Confidential,,https://www.jobberman.com/listings/executive-assistant-n9p55r,jobberman
Finance Officer,Association For Consulting Engineering in Nigeria,Lagos,Full Time,"Accounting, Auditing & Finance",150000.0,250000.0,200000.0,"NGN 150,000 - 250,000",,https://www.jobberman.com/listings/account-officer-vde075,jobberman
Pharmacy & Supermarket Manager,Pharm Affairs Ltd,Lagos,Full Time,Management & Business Development,250000.0,400000.0,325000.0,"NGN 250,000 - 400,000",,https://www.jobberman.com/listings/pharmacy-supermarket-manager-5pxm4n,jobberman
Clinical Nutrition Partnership Manager,Familyfun Concept LTD,Lagos,Full Time,Marketing & Communications,,,,Confidential,,https://www.jobberman.com/listings/dietician-marketers-0kwe8j,jobberman
Full Stack Developer,PacketClouds Technology,Lagos,Full Time,Engineering & Technology,,,,Confidential,,https://www.jobberman.com/listings/full-stack-developer-7j5mwg,jobberman
Sales Account Officer,Anonymous,Lagos,Full Time,Sales,,,,Confidential,,https://www.jobberman.com/listings/sales-account-officer-0kwxrx,jobberman
Construction Manager,Arawa Engineering and Construction Company Ltd.,Lagos,Full Time,Engineering & Technology,,,,Confidential,,https://www.jobberman.com/listings/construction-manager-n9x4gg,jobberman
Procurement Manager,Arawa Engineering and Construction Company Ltd.,Lagos,Full Time,Supply Chain & Procurement,,,,Confidential,,https://www.jobberman.com/listings/procurement-manager-0kwqpm,jobberman
Workshop Manager,Arawa Engineering and Construction Company Ltd.,Lagos,Full Time,Management & Business Development,,,,Confidential,,https://www.jobberman.com/listings/workshop-manager-vde2m2,jobberman
Sales Representative,Igoglobal International,Lagos,Full Time,Sales,250000.0,400000.0,325000.0,"NGN 250,000 - 400,000",,https://www.jobberman.com/listings/sales-representative-wr2vkj,jobberman
Senior Accountant,Jobberman Nigeria Recruitment,Lagos,Full Time,"Accounting, Auditing & Finance",,,,Confidential,,https://www.jobberman.com/listings/senior-accountant-5pxer5,jobberman
Credit and Marketing Officer,Jobberman Nigeria Recruitment,Lagos,Full Time,Sales,,,,Confidential,,https://www.jobberman.com/listings/credit-and-marketing-officer-d9kvd4,jobberman
Finance/Accounting Supervisor,ASPEN Energy Nigeria Limited,Lagos,Full Time,"Accounting, Auditing & Finance",,,,Confidential,,https://www.jobberman.com/listings/financeaccounting-supervisor-m0p2nm,jobberman
Retail Activation Manager,Familyfun Concept LTD,Lagos,Full Time,Management & Business Development,,,,Confidential,,https://www.jobberman.com/listings/retail-activation-officer-rrv945,jobberman
Senior Retail Manager,Familyfun Concept LTD,Lagos,Full Time,Marketing & Communications,,,,Confidential,,https://www.jobberman.com/listings/senior-retail-manager-gm9npm,jobberman
Marketing Manager,Familyfun Concept LTD,Lagos,Full Time,Marketing & Communications,,,,Confidential,,https://www.jobberman.com/listings/marketing-manager-n9xm9m,jobberman
Chief Financial Officer,Anonymous,Lagos,Full Time,"Accounting, Auditing & Finance",400000.0,600000.0,500000.0,"NGN 400,000 - 600,000",,https://www.jobberman.com/listings/chief-financial-officer-wr2vpd,jobberman
Driver,E&R STANDARD GATE LIMITED,Lagos,Full Time,Driver & Transport Services,,,,Confidential,,https://www.jobberman.com/listings/driver-2kqmdk,jobberman
Digital Marketing Specialist,E&R STANDARD GATE LIMITED,Lagos,Full Time,Marketing & Communications,,,,Confidential,,https://www.jobberman.com/listings/digital-marketing-specialist-pg6v7m,jobberman
Managing Director,Options Financials Services,Lagos,Full Time,Management & Business Development,,,,Confidential,,https://www.jobberman.com/listings/managing-director-8m5696,jobberman
Sales & Customer Relationship Manager,Anonymous,Lagos,Full Time,Sales,150000.0,250000.0,200000.0,"NGN 150,000 - 250,000",,https://www.jobberman.com/listings/sales-customer-relationship-manager-z8dkdk,jobberman
Operations & Growth Manager,Jobberman Nigeria Recruitment,Lagos,Full Time,Management & Business Development,400000.0,600000.0,500000.0,"NGN 400,000 - 600,000",,https://www.jobberman.com/listings/operations-growth-manager-gm9xdq,jobberman
Solar Technical & Training Lead,Sun Power Limited,Lagos,Full Time,Engineering & Technology,250000.0,400000.0,325000.0,"NGN 250,000 - 400,000",,https://www.jobberman.com/listings/solar-field-engineer-gm9knq,jobberman
Legal Advisor,Jobberman Nigeria Recruitment,Lagos,Full Time,Legal Services,400000.0,600000.0,500000.0,"NGN 400,000 - 600,000",,https://www.jobberman.com/listings/legal-advisor-k7gedw,jobberman
Secretary,Jobberman Nigeria Recruitment,Lagos,Full Time,Admin & Office,250000.0,400000.0,325000.0,"NGN 250,000 - 400,000",,https://www.jobberman.com/listings/professional-secretary-458v29,jobberman
Senior Chartered Accountant,Jobberman Nigeria Recruitment,Lagos,Full Time,"Accounting, Auditing & Finance",900000.0,1200000.0,1050000.0,"NGN 900,000 - 1,200,000",,https://www.jobberman.com/listings/accountants-9k9q2w,jobberman
Accountants,Jobberman Nigeria Recruitment,Lagos,Full Time,"Accounting, Auditing & Finance",250000.0,400000.0,325000.0,"NGN 250,000 - 400,000",,https://www.jobberman.com/listings/accountants-6qk92n,jobberman
Tax/Audit Internship Associate,Anonymous,Lagos,Full Time,"Accounting, Auditing & Finance",70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/taxaudit-internship-associate-5px08x,jobberman
Civil/Building Engineer,D.I.C PROJECTS SERVICES LIMITED,Lagos,Full Time,Building & Architecture,250000.0,400000.0,325000.0,"NGN 250,000 - 400,000",,https://www.jobberman.com/listings/civilbuilding-engineer-wr278m,jobberman
Architect,D.I.C PROJECTS SERVICES LIMITED,Lagos,Full Time,Building & Architecture,250000.0,400000.0,325000.0,"NGN 250,000 - 400,000",,https://www.jobberman.com/listings/architect-vde6x8,jobberman
Graduate Intern,Anonymous,Lagos,Full Time,,,,,Confidential,,https://www.jobberman.com/listings/graduate-intern-z8d9ek,jobberman
Modern Trade Sales Representative,Bottleking Beverage,Lagos,Full Time,Sales,250000.0,400000.0,325000.0,"NGN 250,000 - 400,000",,https://www.jobberman.com/listings/modern-trade-sales-representative-0kw4ej,jobberman
Sales and Marketing Executive,Anonymous,Lagos,Full Time,Sales,,,,Confidential,,https://www.jobberman.com/listings/sales-and-marketing-executive-9k9vq5,jobberman
Operations Supervisor,Anonymous,Lagos,Full Time,Management & Business Development,,,,Confidential,,https://www.jobberman.com/listings/operations-supervisor-vdej6w,jobberman
Social Media Manager,Anonymous,Lagos,Full Time,Marketing & Communications,,,,Confidential,,https://www.jobberman.com/listings/social-media-manager-6qkj96,jobberman
Admin Officer,Market Trends International,Lagos,Full Time,Admin & Office,70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/admin-officer-5pxkk7,jobberman
Marketing Executive,Bethel Mendels,Lagos,Full Time,Management & Business Development,,,,Confidential,,https://www.jobberman.com/listings/marketing-executive-0kw67e,jobberman
Business Development Manager,Anonymous,Lagos,Full Time,Management & Business Development,400000.0,600000.0,500000.0,"NGN 400,000 - 600,000",,https://www.jobberman.com/listings/business-development-manager-9k9z9p,jobberman
Sales Engineer,Jobberman Nigeria Recruitment,Lagos,Full Time,Sales,250000.0,400000.0,325000.0,"NGN 250,000 - 400,000",,https://www.jobberman.com/listings/sales-engineer-5pxq87,jobberman
Dashboard Operations Officer,GCbuying Project Technologies Ltd,Lagos,Full Time,Admin & Office,150000.0,250000.0,200000.0,"NGN 150,000 - 250,000",,https://www.jobberman.com/listings/dashboard-operations-officer-rrvkdg,jobberman
Senior Project Engineer,DEM Controls Limited,Lagos,Full Time,Engineering & Technology,,,,Confidential,,https://www.jobberman.com/listings/senior-project-engineer-electrical-instrumentation-n9xk6v,jobberman
Virtual Assistant – Sales & Stakeholder Management,Bubus Properties & Investments Ltd.,Lagos,Full Time,Admin & Office,,,,Confidential,,https://www.jobberman.com/listings/virtual-assistant-sales-stakeholder-management-2kq2mk,jobberman
Sales & Marketing Engineer,Tor.ai Limited,Lagos,Full Time,Sales,400000.0,600000.0,500000.0,"NGN 400,000 - 600,000",,https://www.jobberman.com/listings/sales-and-marketing-engineer-7j595q,jobberman
Fleet/Operations Manager,E&R STANDARD GATE LIMITED,Lagos,Full Time,Management & Business Development,,,,Confidential,,https://www.jobberman.com/listings/fleetoperations-manager-7j5rnx,jobberman
General Manager,E&R STANDARD GATE LIMITED,Lagos,Full Time,Management & Business Development,,,,Confidential,,https://www.jobberman.com/listings/general-manager-6qk40n,jobberman
Sales & Marketing Manager,E&R STANDARD GATE LIMITED,Lagos,Full Time,Sales,,,,Confidential,,https://www.jobberman.com/listings/sales-marketing-manager-x82e48,jobberman
Sales & Marketing Representative,E&R STANDARD GATE LIMITED,Lagos,Full Time,Sales,,,,Confidential,,https://www.jobberman.com/listings/sales-marketing-representative-rrv4d8,jobberman
